time,if_score,anomaly_count
2026-05-04 18:10:00+00:00,-0.0020805657454338045,46
2026-05-05 05:15:00+00:00,-0.004748772971944426,46
2026-05-06 14:05:00+00:00,-0.03850392691005322,46
2026-05-06 14:10:00+00:00,-0.029573832253413923,46
2026-05-06 14:20:00+00:00,-0.008889007351600142,46
2026-05-06 14:30:00+00:00,-0.0506731448664961,46
2026-05-06 14:35:00+00:00,-0.006577774480098331,46
2026-05-06 14:45:00+00:00,-0.037651066280526835,46
2026-05-12 04:30:00+00:00,-0.008551637964031245,46
2026-05-12 07:55:00+00:00,-0.0029928781380482716,46
2026-05-13 02:10:00+00:00,-0.013420635576604445,46
2026-05-13 02:25:00+00:00,-0.009638413099715248,46
2026-05-13 09:20:00+00:00,-0.024525243748775294,46
2026-05-14 04:10:00+00:00,-0.007580073994952086,46
2026-05-15 12:25:00+00:00,-0.031794610623974484,46
2026-05-16 06:00:00+00:00,-0.005646837756865919,46
2026-05-17 04:40:00+00:00,-0.026756610629251054,46
2026-05-17 04:45:00+00:00,-0.02887928970710696,46
2026-05-17 04:50:00+00:00,-0.028352421982785314,46
2026-05-18 03:10:00+00:00,-0.005490996881402643,46
2026-05-18 05:35:00+00:00,-0.04329334439545274,46
2026-05-18 10:45:00+00:00,-0.014514600596070903,46
2026-05-18 12:25:00+00:00,-0.008002801443995788,46
2026-05-25 14:50:00+00:00,-0.009103868017113492,46
2026-05-26 00:55:00+00:00,-0.027669143324740464,46
2026-05-26 16:45:00+00:00,-0.033198136759884145,46
2026-05-26 16:55:00+00:00,-0.022019574929831753,46
2026-05-27 03:15:00+00:00,-0.008776475786509752,46
2026-05-27 07:20:00+00:00,-0.01696051966918255,46
2026-05-29 06:05:00+00:00,-0.002907121298261872,46
2026-05-29 07:00:00+00:00,-0.0005910794364403227,46
2026-06-01 17:25:00+00:00,-0.00032619162592417705,46
2026-06-03 01:40:00+00:00,-0.03707863583485016,46
2026-06-04 01:40:00+00:00,-0.009267988310327158,46
2026-06-04 07:20:00+00:00,-0.00306167822165071,46
2026-06-04 09:00:00+00:00,-0.007015631852502979,46
2026-06-05 06:35:00+00:00,-0.029313290896584188,46
2026-06-05 13:25:00+00:00,-0.011398179166508537,46
2026-06-05 14:30:00+00:00,-0.00629283150640203,46
2026-06-06 05:25:00+00:00,-0.013149896401870254,46
2026-06-07 03:20:00+00:00,-0.003088578183664703,46
2026-06-07 12:00:00+00:00,-0.0027692478075282967,46
2026-06-08 04:45:00+00:00,-0.004581138005723795,46
2026-06-09 02:05:00+00:00,-0.011962657502884277,46
2026-06-09 08:50:00+00:00,-0.0015108349558647927,46
2026-06-09 09:20:00+00:00,-0.05057054626385071,46
2026-06-09 09:35:00+00:00,-0.02802907815245559,46
2026-06-09 09:45:00+00:00,-0.013916233432797576,46
