time,metric,value,if_score
2026-05-01 02:40:00+00:00,M494,0.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M516,1.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M520,2646.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M529,1.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M609,17.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M610,0.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M618,0.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M658,65.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M688,0.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M696,1136.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M719,0.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M736,0.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M767,0.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M779,2.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M786,68.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M841,3.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M843,0.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M855,0.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M874,308.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M899,2.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M904,2.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M965,21.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M971,4212.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M972,0.0,-0.051981653508780146
2026-05-01 02:40:00+00:00,M991,0.0,-0.051981653508780146
2026-05-01 03:05:00+00:00,M029,1.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M037,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M104,3.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M162,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M164,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M185,51.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M204,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M238,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M265,9.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M318,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M336,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M348,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M362,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M378,68.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M392,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M419,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M430,0.0,-0.1350568707930352
