time,metric,value,z_score
2026-05-04 08:20:00+00:00,M779,8,3.4795494440609875
2026-05-04 08:20:00+00:00,M843,1,5.807053316353087
2026-05-04 08:20:00+00:00,M899,18,3.63165391008784
2026-05-04 08:30:00+00:00,M185,82,3.1312602524426927
2026-05-04 08:40:00+00:00,M104,4,3.5266457494405126
2026-05-04 09:00:00+00:00,M899,17,3.351564049581209
2026-05-04 09:05:00+00:00,M490,1,3.6280130488296627
2026-05-04 09:05:00+00:00,M904,5,3.3151017642218727
2026-05-04 09:15:00+00:00,M609,17,3.2811646980712545
2026-05-04 09:20:00+00:00,M104,4,3.5266457494405126
2026-05-04 09:35:00+00:00,M475,2,8.14384733546669
2026-05-04 09:40:00+00:00,M475,1,3.9861637392558062
2026-05-04 09:55:00+00:00,M475,1,3.9861637392558062
2026-05-04 09:55:00+00:00,M736,2,3.6390656569105078
2026-05-04 10:00:00+00:00,M490,1,3.6280130488296627
2026-05-04 10:10:00+00:00,M490,1,3.6280130488296627
2026-05-04 10:10:00+00:00,M516,6,3.1541831310751034
2026-05-04 10:20:00+00:00,M475,1,3.9861637392558062
2026-05-04 10:25:00+00:00,M516,6,3.1541831310751034
2026-05-04 10:30:00+00:00,M490,1,3.6280130488296627
2026-05-04 10:50:00+00:00,M104,4,3.5266457494405126
2026-05-04 10:50:00+00:00,M516,7,3.7668751466468473
2026-05-04 10:55:00+00:00,M490,2,7.487149293327246
2026-05-04 10:55:00+00:00,M516,9,4.992259177790335
2026-05-04 11:05:00+00:00,M516,8,4.379567162218591
2026-05-04 11:05:00+00:00,M609,17,3.2811646980712545
2026-05-04 11:15:00+00:00,M490,1,3.6280130488296627
2026-05-04 11:20:00+00:00,M736,2,3.6390656569105078
2026-05-04 11:25:00+00:00,M490,1,3.6280130488296627
2026-05-04 11:25:00+00:00,M516,7,3.7668751466468473
2026-05-04 11:30:00+00:00,M516,8,4.379567162218591
2026-05-04 11:40:00+00:00,M475,1,3.9861637392558062
2026-05-04 11:40:00+00:00,M490,1,3.6280130488296627
2026-05-04 11:40:00+00:00,M843,1,5.807053316353087
2026-05-04 11:45:00+00:00,M516,6,3.1541831310751034
2026-05-04 11:45:00+00:00,M904,5,3.3151017642218727
2026-05-04 11:50:00+00:00,M490,1,3.6280130488296627
2026-05-04 11:50:00+00:00,M516,8,4.379567162218591
2026-05-04 11:55:00+00:00,M104,4,3.5266457494405126
2026-05-04 11:55:00+00:00,M779,11,5.029687736550073
2026-05-04 12:00:00+00:00,M104,5,4.6030491176475925
2026-05-04 12:00:00+00:00,M779,9,3.996262208224016
2026-05-04 12:05:00+00:00,M516,7,3.7668751466468473
2026-05-04 12:10:00+00:00,M104,9,8.908662590475913
2026-05-04 12:10:00+00:00,M516,6,3.1541831310751034
2026-05-04 12:15:00+00:00,M779,13,6.06311326487613
2026-05-04 12:20:00+00:00,M104,4,3.5266457494405126
2026-05-04 12:20:00+00:00,M475,1,3.9861637392558062
2026-05-04 12:20:00+00:00,M490,1,3.6280130488296627
2026-05-04 12:20:00+00:00,M779,14,6.579826029039159
2026-05-04 12:25:00+00:00,M490,1,3.6280130488296627
2026-05-04 12:30:00+00:00,M779,10,4.5129749723870445
2026-05-04 12:30:00+00:00,M904,5,3.3151017642218727
2026-05-04 12:35:00+00:00,M490,1,3.6280130488296627
2026-05-04 12:35:00+00:00,M779,10,4.5129749723870445
2026-05-04 12:50:00+00:00,M516,6,3.1541831310751034
2026-05-04 13:15:00+00:00,M843,1,5.807053316353087
2026-05-04 13:30:00+00:00,M965,40,3.1050928514109097
2026-05-04 13:35:00+00:00,M490,1,3.6280130488296627
2026-05-04 13:40:00+00:00,M843,1,5.807053316353087
2026-05-04 13:45:00+00:00,M841,4,3.3463180561446433
2026-05-04 14:10:00+00:00,M736,2,3.6390656569105078
2026-05-04 14:25:00+00:00,M474,1,11.742331665439213
2026-05-04 14:30:00+00:00,M475,1,3.9861637392558062
2026-05-04 14:40:00+00:00,M029,1,5.0761719056800665
2026-05-04 14:45:00+00:00,M736,2,3.6390656569105078
2026-05-04 14:55:00+00:00,M843,1,5.807053316353087
2026-05-04 15:05:00+00:00,M843,1,5.807053316353087
2026-05-04 15:20:00+00:00,M904,5,3.3151017642218727
2026-05-04 15:55:00+00:00,M843,1,5.807053316353087
2026-05-04 16:00:00+00:00,M419,1,12.950858562770918
2026-05-04 16:55:00+00:00,M843,2,11.780065810868045
2026-05-04 17:55:00+00:00,M843,1,5.807053316353087
2026-05-04 18:10:00+00:00,M475,1,3.9861637392558062
2026-05-04 18:10:00+00:00,M843,1,5.807053316353087
2026-05-04 18:20:00+00:00,M843,1,5.807053316353087
2026-05-04 18:45:00+00:00,M490,1,3.6280130488296627
2026-05-04 18:50:00+00:00,M843,1,5.807053316353087
2026-05-04 19:10:00+00:00,M904,7,5.05554677663606
2026-05-04 19:15:00+00:00,M843,1,5.807053316353087
2026-05-04 19:20:00+00:00,M336,1,9.86959171074772
2026-05-04 20:05:00+00:00,M904,5,3.3151017642218727
2026-05-04 20:30:00+00:00,M843,1,5.807053316353087
2026-05-04 20:45:00+00:00,M736,3,5.674080819384621
2026-05-04 20:55:00+00:00,M843,1,5.807053316353087
2026-05-04 21:25:00+00:00,M843,1,5.807053316353087
2026-05-04 21:55:00+00:00,M736,2,3.6390656569105078
2026-05-04 22:05:00+00:00,M843,1,5.807053316353087
2026-05-04 22:10:00+00:00,M843,1,5.807053316353087
2026-05-04 23:00:00+00:00,M490,1,3.6280130488296627
2026-05-04 23:10:00+00:00,M841,4,3.3463180561446433
2026-05-04 23:10:00+00:00,M843,1,5.807053316353087
2026-05-04 23:20:00+00:00,M843,1,5.807053316353087
2026-05-04 23:35:00+00:00,M843,1,5.807053316353087
2026-05-04 23:45:00+00:00,M843,1,5.807053316353087
2026-05-04 23:55:00+00:00,M736,2,3.6390656569105078
2026-05-04 23:55:00+00:00,M843,1,5.807053316353087
2026-05-05 00:40:00+00:00,M904,5,3.3151017642218727
2026-05-05 01:05:00+00:00,M475,1,3.9861637392558062
2026-05-05 01:25:00+00:00,M736,2,3.6390656569105078
2026-05-05 02:15:00+00:00,M419,1,12.950858562770918
2026-05-05 02:25:00+00:00,M475,1,3.9861637392558062
2026-05-05 02:30:00+00:00,M490,1,3.6280130488296627
2026-05-05 02:40:00+00:00,M490,1,3.6280130488296627
2026-05-05 02:50:00+00:00,M104,4,3.5266457494405126
2026-05-05 03:05:00+00:00,M336,1,9.86959171074772
2026-05-05 03:10:00+00:00,M475,1,3.9861637392558062
2026-05-05 03:10:00+00:00,M904,5,3.3151017642218727
2026-05-05 03:35:00+00:00,M843,1,5.807053316353087
2026-05-05 03:50:00+00:00,M029,1,5.0761719056800665
2026-05-05 04:25:00+00:00,M475,1,3.9861637392558062
2026-05-05 04:25:00+00:00,M490,1,3.6280130488296627
2026-05-05 04:30:00+00:00,M475,1,3.9861637392558062
2026-05-05 04:35:00+00:00,M104,4,3.5266457494405126
2026-05-05 04:50:00+00:00,M843,1,5.807053316353087
2026-05-05 05:10:00+00:00,M843,1,5.807053316353087
2026-05-05 05:15:00+00:00,M029,1,5.0761719056800665
2026-05-05 05:15:00+00:00,M843,1,5.807053316353087
2026-05-05 05:25:00+00:00,M841,8,7.389746460432114
2026-05-05 05:25:00+00:00,M904,5,3.3151017642218727
2026-05-05 05:30:00+00:00,M841,6,5.368032258288379
2026-05-05 05:35:00+00:00,M736,2,3.6390656569105078
2026-05-05 06:15:00+00:00,M904,5,3.3151017642218727
2026-05-05 06:45:00+00:00,M490,1,3.6280130488296627
2026-05-05 06:50:00+00:00,M490,1,3.6280130488296627
2026-05-05 06:50:00+00:00,M904,5,3.3151017642218727
2026-05-05 06:55:00+00:00,M490,1,3.6280130488296627
2026-05-05 07:35:00+00:00,M104,5,4.6030491176475925
2026-05-05 07:35:00+00:00,M475,2,8.14384733546669
2026-05-05 08:05:00+00:00,M104,4,3.5266457494405126
2026-05-05 08:10:00+00:00,M336,1,9.86959171074772
2026-05-05 08:10:00+00:00,M609,18,3.5684759167747555
2026-05-05 08:30:00+00:00,M104,4,3.5266457494405126
2026-05-05 09:15:00+00:00,M843,1,5.807053316353087
2026-05-05 09:40:00+00:00,M841,4,3.3463180561446433
2026-05-05 09:55:00+00:00,M029,1,5.0761719056800665
2026-05-05 09:55:00+00:00,M904,6,4.185324270428966
2026-05-05 10:20:00+00:00,M841,5,4.357175157216511
2026-05-05 10:25:00+00:00,M841,4,3.3463180561446433
2026-05-05 10:30:00+00:00,M490,1,3.6280130488296627
2026-05-05 11:15:00+00:00,M104,5,4.6030491176475925
2026-05-05 11:45:00+00:00,M779,10,4.5129749723870445
2026-05-05 12:15:00+00:00,M904,5,3.3151017642218727
2026-05-05 13:00:00+00:00,M490,1,3.6280130488296627
2026-05-05 13:25:00+00:00,M490,1,3.6280130488296627
2026-05-05 13:35:00+00:00,M490,1,3.6280130488296627
2026-05-05 14:15:00+00:00,M029,1,5.0761719056800665
2026-05-05 14:30:00+00:00,M475,1,3.9861637392558062
2026-05-05 14:35:00+00:00,M843,1,5.807053316353087
2026-05-05 14:40:00+00:00,M336,1,9.86959171074772
2026-05-05 15:25:00+00:00,M475,1,3.9861637392558062
2026-05-05 16:00:00+00:00,M419,1,12.950858562770918
2026-05-05 16:10:00+00:00,M475,1,3.9861637392558062
2026-05-05 16:35:00+00:00,M475,1,3.9861637392558062
2026-05-05 16:40:00+00:00,M843,1,5.807053316353087
2026-05-05 17:45:00+00:00,M029,1,5.0761719056800665
2026-05-05 19:25:00+00:00,M841,5,4.357175157216511
2026-05-05 21:00:00+00:00,M029,1,5.0761719056800665
2026-05-05 21:05:00+00:00,M490,1,3.6280130488296627
2026-05-05 21:15:00+00:00,M490,1,3.6280130488296627
2026-05-05 21:20:00+00:00,M490,1,3.6280130488296627
2026-05-05 21:30:00+00:00,M490,1,3.6280130488296627
2026-05-05 21:40:00+00:00,M029,1,5.0761719056800665
2026-05-05 21:45:00+00:00,M029,1,5.0761719056800665
2026-05-05 21:45:00+00:00,M904,7,5.05554677663606
2026-05-05 22:30:00+00:00,M736,2,3.6390656569105078
2026-05-05 22:35:00+00:00,M029,1,5.0761719056800665
2026-05-05 22:45:00+00:00,M736,2,3.6390656569105078
2026-05-05 22:50:00+00:00,M736,2,3.6390656569105078
2026-05-05 23:20:00+00:00,M475,1,3.9861637392558062
2026-05-05 23:20:00+00:00,M490,1,3.6280130488296627
2026-05-05 23:45:00+00:00,M736,2,3.6390656569105078
2026-05-05 23:50:00+00:00,M475,1,3.9861637392558062
2026-05-06 00:00:00+00:00,M843,1,5.807053316353087
2026-05-06 00:40:00+00:00,M029,1,5.0761719056800665
2026-05-06 00:45:00+00:00,M029,1,5.0761719056800665
2026-05-06 01:20:00+00:00,M736,2,3.6390656569105078
2026-05-06 01:35:00+00:00,M841,4,3.3463180561446433
2026-05-06 01:40:00+00:00,M490,1,3.6280130488296627
2026-05-06 01:40:00+00:00,M841,4,3.3463180561446433
2026-05-06 02:05:00+00:00,M490,1,3.6280130488296627
2026-05-06 02:25:00+00:00,M490,1,3.6280130488296627
2026-05-06 02:30:00+00:00,M904,6,4.185324270428966
2026-05-06 02:45:00+00:00,M843,1,5.807053316353087
2026-05-06 02:50:00+00:00,M490,1,3.6280130488296627
2026-05-06 02:50:00+00:00,M841,4,3.3463180561446433
2026-05-06 03:20:00+00:00,M490,1,3.6280130488296627
2026-05-06 03:35:00+00:00,M336,1,9.86959171074772
2026-05-06 03:40:00+00:00,M490,1,3.6280130488296627
2026-05-06 03:55:00+00:00,M736,2,3.6390656569105078
2026-05-06 04:05:00+00:00,M378,80,3.3547538859264106
2026-05-06 04:05:00+00:00,M658,79,3.462367054192206
2026-05-06 04:05:00+00:00,M786,81,3.162091438647817
2026-05-06 04:30:00+00:00,M490,2,7.487149293327246
2026-05-06 04:35:00+00:00,M490,1,3.6280130488296627
2026-05-06 04:45:00+00:00,M843,1,5.807053316353087
2026-05-06 05:00:00+00:00,M736,2,3.6390656569105078
2026-05-06 05:45:00+00:00,M029,1,5.0761719056800665
2026-05-06 05:50:00+00:00,M841,4,3.3463180561446433
2026-05-06 06:05:00+00:00,M736,2,3.6390656569105078
2026-05-06 06:45:00+00:00,M490,2,7.487149293327246
2026-05-06 06:45:00+00:00,M841,5,4.357175157216511
2026-05-06 07:25:00+00:00,M490,1,3.6280130488296627
2026-05-06 07:35:00+00:00,M490,1,3.6280130488296627
2026-05-06 08:15:00+00:00,M736,2,3.6390656569105078
2026-05-06 08:25:00+00:00,M490,1,3.6280130488296627
2026-05-06 08:55:00+00:00,M104,4,3.5266457494405126
2026-05-06 10:05:00+00:00,M843,1,5.807053316353087
2026-05-06 10:35:00+00:00,M736,2,3.6390656569105078
2026-05-06 11:00:00+00:00,M336,1,9.86959171074772
2026-05-06 11:30:00+00:00,M029,1,5.0761719056800665
2026-05-06 11:40:00+00:00,M029,1,5.0761719056800665
2026-05-06 11:55:00+00:00,M841,4,3.3463180561446433
2026-05-06 12:05:00+00:00,M843,1,5.807053316353087
2026-05-06 12:35:00+00:00,M490,1,3.6280130488296627
2026-05-06 13:10:00+00:00,M609,17,3.2811646980712545
2026-05-06 13:30:00+00:00,M490,1,3.6280130488296627
2026-05-06 14:05:00+00:00,M265,117,17.300275967248634
2026-05-06 14:05:00+00:00,M609,24,5.29234322899576
2026-05-06 14:05:00+00:00,M696,2283,4.496755684628995
2026-05-06 14:05:00+00:00,M841,4,3.3463180561446433
2026-05-06 14:05:00+00:00,M874,401,4.173349195652138
2026-05-06 14:05:00+00:00,M971,7506,3.2835342343922083
2026-05-06 14:10:00+00:00,M265,98,14.256197947286672
2026-05-06 14:10:00+00:00,M609,20,4.143098354181757
2026-05-06 14:10:00+00:00,M696,2443,5.220079061964303
2026-05-06 14:10:00+00:00,M874,472,5.50813774209016
2026-05-06 14:10:00+00:00,M971,7842,3.70818614648832
2026-05-06 14:15:00+00:00,M265,166,25.150792966097907
2026-05-06 14:15:00+00:00,M696,2374,4.908145855488452
2026-05-06 14:15:00+00:00,M874,386,3.8913516154187535
2026-05-06 14:15:00+00:00,M971,7688,3.5135540201109356
2026-05-06 14:20:00+00:00,M029,1,5.0761719056800665
2026-05-06 14:20:00+00:00,M265,122,18.10134913039652
2026-05-06 14:20:00+00:00,M696,2403,5.039248217630476
2026-05-06 14:20:00+00:00,M874,373,3.64695371254982
2026-05-06 14:20:00+00:00,M971,7566,3.3593649329808
2026-05-06 14:25:00+00:00,M265,147,22.106714946135945
2026-05-06 14:25:00+00:00,M696,2392,4.989519735438674
2026-05-06 14:25:00+00:00,M874,393,4.0229504861943335
2026-05-06 14:25:00+00:00,M971,7691,3.517345555040365
2026-05-06 14:30:00+00:00,M265,93,13.455124784138787
2026-05-06 14:30:00+00:00,M475,1,3.9861637392558062
2026-05-06 14:30:00+00:00,M696,2395,5.003082048763711
2026-05-06 14:30:00+00:00,M874,389,3.9477511314654308
2026-05-06 14:30:00+00:00,M971,7549,3.337879568380699
2026-05-06 14:35:00+00:00,M265,134,20.023924721951442
2026-05-06 14:35:00+00:00,M696,2455,5.274328315264452
2026-05-06 14:35:00+00:00,M874,400,4.154549356969913
2026-05-06 14:35:00+00:00,M971,7824,3.6854369369117426
2026-05-06 14:40:00+00:00,M265,110,16.178773538841597
2026-05-06 14:40:00+00:00,M696,2352,4.808688891104847
2026-05-06 14:40:00+00:00,M874,344,3.1017583907652764
2026-05-06 14:40:00+00:00,M971,7413,3.1659966515798916
2026-05-06 14:45:00+00:00,M029,1,5.0761719056800665
2026-05-06 14:45:00+00:00,M265,221,33.96259776072464
2026-05-06 14:45:00+00:00,M609,18,3.5684759167747555
2026-05-06 14:45:00+00:00,M696,2389,4.975957422113637
2026-05-06 14:45:00+00:00,M874,357,3.3461562936342095
2026-05-06 14:45:00+00:00,M971,7787,3.6386746727821113
2026-05-06 14:50:00+00:00,M265,94,13.615339416768364
2026-05-06 14:50:00+00:00,M696,2396,5.007602819872057
2026-05-06 14:50:00+00:00,M874,398,4.116949679605462
2026-05-06 14:50:00+00:00,M971,7567,3.360628777957276
2026-05-06 14:55:00+00:00,M265,64,8.808900437881055
2026-05-06 14:55:00+00:00,M696,1975,3.1043581832585256
2026-05-06 14:55:00+00:00,M904,5,3.3151017642218727
2026-05-06 15:00:00+00:00,M490,1,3.6280130488296627
2026-05-06 17:15:00+00:00,M037,5,16.22011946088532
2026-05-06 17:15:00+00:00,M855,60,33.29975588702419
2026-05-06 17:45:00+00:00,M037,6,19.469152450937774
2026-05-06 17:45:00+00:00,M855,53,29.411518093417754
2026-05-06 18:05:00+00:00,M972,1,76.82122102648461
2026-05-06 18:45:00+00:00,M164,3,24.985546152723938
2026-05-06 18:50:00+00:00,M164,5,41.68406979372975
2026-05-06 18:55:00+00:00,M164,3,24.985546152723938
2026-05-06 19:35:00+00:00,M490,1,3.6280130488296627
2026-05-06 20:40:00+00:00,M490,1,3.6280130488296627
2026-05-06 20:45:00+00:00,M490,1,3.6280130488296627
2026-05-06 20:50:00+00:00,M490,1,3.6280130488296627
2026-05-06 20:50:00+00:00,M516,7,3.7668751466468473
2026-05-06 21:00:00+00:00,M904,5,3.3151017642218727
2026-05-06 21:40:00+00:00,M164,1,8.28702251171813
2026-05-06 22:35:00+00:00,M104,4,3.5266457494405126
2026-05-06 22:45:00+00:00,M490,1,3.6280130488296627
2026-05-06 23:10:00+00:00,M490,1,3.6280130488296627
2026-05-06 23:45:00+00:00,M843,1,5.807053316353087
2026-05-07 00:15:00+00:00,M336,1,9.86959171074772
2026-05-07 00:25:00+00:00,M104,5,4.6030491176475925
2026-05-07 00:50:00+00:00,M164,1,8.28702251171813
2026-05-07 01:35:00+00:00,M490,1,3.6280130488296627
2026-05-07 01:40:00+00:00,M490,1,3.6280130488296627
2026-05-07 02:00:00+00:00,M164,1,8.28702251171813
2026-05-07 02:40:00+00:00,M475,1,3.9861637392558062
2026-05-07 02:50:00+00:00,M843,1,5.807053316353087
2026-05-07 03:05:00+00:00,M490,1,3.6280130488296627
2026-05-07 03:10:00+00:00,M490,1,3.6280130488296627
2026-05-07 03:10:00+00:00,M736,2,3.6390656569105078
2026-05-07 03:15:00+00:00,M474,1,11.742331665439213
2026-05-07 03:15:00+00:00,M490,1,3.6280130488296627
2026-05-07 04:20:00+00:00,M843,1,5.807053316353087
2026-05-07 04:35:00+00:00,M490,1,3.6280130488296627
2026-05-07 04:45:00+00:00,M029,1,5.0761719056800665
2026-05-07 04:45:00+00:00,M843,1,5.807053316353087
2026-05-07 04:50:00+00:00,M029,1,5.0761719056800665
2026-05-07 05:00:00+00:00,M904,5,3.3151017642218727
2026-05-07 05:15:00+00:00,M490,2,7.487149293327246
2026-05-07 05:15:00+00:00,M609,17,3.2811646980712545
2026-05-07 05:25:00+00:00,M490,1,3.6280130488296627
2026-05-07 05:40:00+00:00,M474,1,11.742331665439213
2026-05-07 05:45:00+00:00,M490,1,3.6280130488296627
2026-05-07 06:35:00+00:00,M736,2,3.6390656569105078
2026-05-07 06:40:00+00:00,M490,1,3.6280130488296627
2026-05-07 06:50:00+00:00,M736,2,3.6390656569105078
2026-05-07 06:55:00+00:00,M609,18,3.5684759167747555
2026-05-07 06:55:00+00:00,M841,5,4.357175157216511
2026-05-07 07:05:00+00:00,M490,1,3.6280130488296627
2026-05-07 07:20:00+00:00,M104,4,3.5266457494405126
2026-05-07 08:15:00+00:00,M265,35,4.162676091623323
2026-05-07 08:15:00+00:00,M904,5,3.3151017642218727
2026-05-07 08:45:00+00:00,M736,2,3.6390656569105078
2026-05-07 08:55:00+00:00,M490,1,3.6280130488296627
2026-05-07 10:55:00+00:00,M490,1,3.6280130488296627
2026-05-07 11:15:00+00:00,M609,17,3.2811646980712545
2026-05-07 11:25:00+00:00,M336,1,9.86959171074772
2026-05-07 11:45:00+00:00,M164,1,8.28702251171813
2026-05-07 12:30:00+00:00,M419,1,12.950858562770918
2026-05-07 13:20:00+00:00,M490,1,3.6280130488296627
2026-05-07 13:50:00+00:00,M904,5,3.3151017642218727
2026-05-07 14:30:00+00:00,M185,82,3.1312602524426927
2026-05-07 14:30:00+00:00,M475,1,3.9861637392558062
2026-05-07 15:00:00+00:00,M475,1,3.9861637392558062
2026-05-07 16:20:00+00:00,M490,1,3.6280130488296627
2026-05-07 17:45:00+00:00,M037,10,32.46528441114758
2026-05-07 17:45:00+00:00,M843,2,11.780065810868045
2026-05-07 17:45:00+00:00,M855,109,60.51742044226925
2026-05-07 18:00:00+00:00,M037,17,55.208515341514754
2026-05-07 18:00:00+00:00,M841,14,13.45488906686332
2026-05-07 18:00:00+00:00,M855,79,43.85354418395595
2026-05-07 18:20:00+00:00,M490,1,3.6280130488296627
2026-05-07 20:10:00+00:00,M516,7,3.7668751466468473
2026-05-07 20:15:00+00:00,M843,1,5.807053316353087
2026-05-07 20:50:00+00:00,M490,1,3.6280130488296627
2026-05-07 20:55:00+00:00,M843,1,5.807053316353087
2026-05-07 21:00:00+00:00,M490,1,3.6280130488296627
2026-05-07 21:15:00+00:00,M736,2,3.6390656569105078
2026-05-07 21:35:00+00:00,M185,96,4.352535992097207
2026-05-07 21:40:00+00:00,M185,109,5.486577750347827
2026-05-07 21:45:00+00:00,M185,94,4.1780680292894194
2026-05-07 21:50:00+00:00,M185,96,4.352535992097207
2026-05-07 21:55:00+00:00,M185,118,6.271683582982871
2026-05-07 22:00:00+00:00,M185,106,5.224875806136145
2026-05-07 22:05:00+00:00,M185,105,5.137641824732252
2026-05-07 22:10:00+00:00,M185,108,5.399343768943933
2026-05-07 22:15:00+00:00,M185,110,5.5738117317517215
2026-05-07 22:20:00+00:00,M185,102,4.87593988052057
2026-05-07 22:25:00+00:00,M185,105,5.137641824732252
2026-05-07 22:40:00+00:00,M490,1,3.6280130488296627
2026-05-07 22:40:00+00:00,M516,6,3.1541831310751034
2026-05-07 23:45:00+00:00,M336,1,9.86959171074772
2026-05-08 00:10:00+00:00,M029,1,5.0761719056800665
2026-05-08 00:35:00+00:00,M336,1,9.86959171074772
2026-05-08 01:25:00+00:00,M736,2,3.6390656569105078
2026-05-08 01:40:00+00:00,M490,1,3.6280130488296627
2026-05-08 01:40:00+00:00,M841,4,3.3463180561446433
2026-05-08 02:00:00+00:00,M843,1,5.807053316353087
2026-05-08 02:15:00+00:00,M736,2,3.6390656569105078
2026-05-08 02:20:00+00:00,M841,4,3.3463180561446433
2026-05-08 02:50:00+00:00,M336,1,9.86959171074772
2026-05-08 03:30:00+00:00,M474,1,11.742331665439213
2026-05-08 03:35:00+00:00,M104,5,4.6030491176475925
2026-05-08 03:40:00+00:00,M336,1,9.86959171074772
2026-05-08 04:10:00+00:00,M736,2,3.6390656569105078
2026-05-08 04:30:00+00:00,M029,1,5.0761719056800665
2026-05-08 04:30:00+00:00,M474,1,11.742331665439213
2026-05-08 04:45:00+00:00,M336,1,9.86959171074772
2026-05-08 05:35:00+00:00,M904,5,3.3151017642218727
2026-05-08 05:50:00+00:00,M475,1,3.9861637392558062
2026-05-08 06:20:00+00:00,M029,1,5.0761719056800665
2026-05-08 06:20:00+00:00,M904,5,3.3151017642218727
2026-05-08 06:45:00+00:00,M104,4,3.5266457494405126
2026-05-08 06:50:00+00:00,M843,1,5.807053316353087
2026-05-08 06:55:00+00:00,M336,1,9.86959171074772
2026-05-08 07:15:00+00:00,M736,2,3.6390656569105078
2026-05-08 07:55:00+00:00,M029,1,5.0761719056800665
2026-05-08 08:05:00+00:00,M516,6,3.1541831310751034
2026-05-08 08:10:00+00:00,M490,1,3.6280130488296627
2026-05-08 08:10:00+00:00,M779,9,3.996262208224016
2026-05-08 08:30:00+00:00,M779,8,3.4795494440609875
2026-05-08 09:45:00+00:00,M104,4,3.5266457494405126
2026-05-08 09:50:00+00:00,M490,1,3.6280130488296627
2026-05-08 09:50:00+00:00,M516,8,4.379567162218591
2026-05-08 10:00:00+00:00,M029,1,5.0761719056800665
2026-05-08 10:00:00+00:00,M490,1,3.6280130488296627
2026-05-08 10:15:00+00:00,M516,13,7.443027240077312
2026-05-08 10:25:00+00:00,M490,1,3.6280130488296627
2026-05-08 10:30:00+00:00,M516,7,3.7668751466468473
2026-05-08 10:45:00+00:00,M490,2,7.487149293327246
2026-05-08 10:50:00+00:00,M516,6,3.1541831310751034
2026-05-08 10:55:00+00:00,M265,28,3.0411736632162842
2026-05-08 10:55:00+00:00,M490,1,3.6280130488296627
2026-05-08 11:00:00+00:00,M490,1,3.6280130488296627
2026-05-08 11:00:00+00:00,M516,8,4.379567162218591
2026-05-08 11:05:00+00:00,M029,1,5.0761719056800665
2026-05-08 11:05:00+00:00,M490,1,3.6280130488296627
2026-05-08 11:10:00+00:00,M490,1,3.6280130488296627
2026-05-08 11:10:00+00:00,M736,2,3.6390656569105078
2026-05-08 11:25:00+00:00,M516,10,5.60495119336208
2026-05-08 11:30:00+00:00,M490,3,11.346285537824828
2026-05-08 11:40:00+00:00,M516,7,3.7668751466468473
2026-05-08 13:05:00+00:00,M490,1,3.6280130488296627
2026-05-08 13:30:00+00:00,M490,1,3.6280130488296627
2026-05-08 14:00:00+00:00,M029,1,5.0761719056800665
2026-05-08 14:50:00+00:00,M843,1,5.807053316353087
2026-05-08 15:50:00+00:00,M474,1,11.742331665439213
2026-05-08 15:50:00+00:00,M736,2,3.6390656569105078
2026-05-08 16:05:00+00:00,M490,1,3.6280130488296627
2026-05-08 17:00:00+00:00,M736,2,3.6390656569105078
2026-05-08 17:30:00+00:00,M904,6,4.185324270428966
2026-05-08 18:00:00+00:00,M736,2,3.6390656569105078
2026-05-08 20:45:00+00:00,M736,3,5.674080819384621
2026-05-08 20:55:00+00:00,M736,2,3.6390656569105078
2026-05-08 20:55:00+00:00,M904,5,3.3151017642218727
2026-05-08 21:10:00+00:00,M490,1,3.6280130488296627
2026-05-08 21:30:00+00:00,M736,2,3.6390656569105078
2026-05-08 22:40:00+00:00,M904,5,3.3151017642218727
2026-05-08 23:10:00+00:00,M474,1,11.742331665439213
2026-05-08 23:15:00+00:00,M841,4,3.3463180561446433
2026-05-08 23:20:00+00:00,M475,1,3.9861637392558062
2026-05-08 23:30:00+00:00,M490,2,7.487149293327246
2026-05-08 23:35:00+00:00,M475,1,3.9861637392558062
2026-05-09 00:40:00+00:00,M164,1,8.28702251171813
2026-05-09 00:55:00+00:00,M490,1,3.6280130488296627
2026-05-09 01:10:00+00:00,M841,4,3.3463180561446433
2026-05-09 01:15:00+00:00,M490,1,3.6280130488296627
2026-05-09 01:45:00+00:00,M736,2,3.6390656569105078
2026-05-09 03:00:00+00:00,M419,1,12.950858562770918
2026-05-09 03:25:00+00:00,M841,4,3.3463180561446433
2026-05-09 03:30:00+00:00,M736,2,3.6390656569105078
2026-05-09 03:45:00+00:00,M736,2,3.6390656569105078
2026-05-09 05:00:00+00:00,M104,5,4.6030491176475925
2026-05-09 05:50:00+00:00,M490,1,3.6280130488296627
2026-05-09 05:55:00+00:00,M843,1,5.807053316353087
2026-05-09 06:05:00+00:00,M490,1,3.6280130488296627
2026-05-09 06:40:00+00:00,M336,1,9.86959171074772
2026-05-09 06:45:00+00:00,M104,5,4.6030491176475925
2026-05-09 07:25:00+00:00,M904,5,3.3151017642218727
2026-05-09 08:05:00+00:00,M843,1,5.807053316353087
2026-05-09 08:30:00+00:00,M475,1,3.9861637392558062
2026-05-09 08:40:00+00:00,M736,2,3.6390656569105078
2026-05-09 09:15:00+00:00,M904,5,3.3151017642218727
2026-05-09 09:25:00+00:00,M490,1,3.6280130488296627
2026-05-09 09:55:00+00:00,M736,2,3.6390656569105078
2026-05-09 10:40:00+00:00,M843,1,5.807053316353087
2026-05-09 10:45:00+00:00,M736,2,3.6390656569105078
2026-05-09 10:55:00+00:00,M029,1,5.0761719056800665
